state,state_abbreviation,county,fips,party,candidate,votes,fraction_votes
Florida,FL,Escambia,12033,Republican,Ted Cruz,282,0.227
Florida,FL,Escambia,12033,Republican,John Kasich,100,0.062
Florida,FL,Escambia,12033,Democrat,Hillary Clinton,942,0.622
Florida,FL,Escambia,12033,Democrat,Bernie Sanders,380,0.346
Florida,FL,Flagler,12035,Republican,Donald Trump,339,0.576
Florida,FL,Flagler,12035,Republican,Marco Rubio,1103,0.2
Florida,FL,Flagler,12035,Republican,Ted Cruz,10965,0.142
Florida,FL,Flagler,12035,Republican,John Kasich,78,0.061
Florida,FL,Flagler,12035,Democrat,Hillary Clinton,63,0.658
Florida,FL,Flagler,12035,Democrat,Bernie Sanders,518,0.319
Florida,FL,Franklin,12037,Republican,Donald Trump,468,0.516
Florida,FL,Franklin,12037,Republican,Marco Rubio,9,0.204
Florida,FL,Franklin,12037,Republican,Ted Cruz,476,0.202
Florida,FL,Franklin,12037,Republican,John Kasich,187,0.06
Florida,FL,Franklin,12037,Democrat,Hillary Clinton,7172,0.47
Florida,FL,Franklin,12037,Democrat,Bernie Sanders,74,0.457
Florida,FL,Gadsden,12039,Republican,Donald Trump,14,0.418
Florida,FL,Gadsden,12039,Republican,Ted Cruz,12,0.312
Florida,FL,Gadsden,12039,Republican,Marco Rubio,3506,0.194
Florida,FL,Gadsden,12039,Republican,John Kasich,344,0.046
Florida,FL,Gadsden,12039,Democrat,Hillary Clinton,206,0.764
Florida,FL,Gadsden,12039,Democrat,Bernie Sanders,13,0.2
Florida,FL,Gilchrist,12041,Republican,Donald Trump,531,0.588
Florida,FL,Gilchrist,12041,Republican,Ted Cruz,5021,0.246
Florida,FL,Gilchrist,12041,Republican,Marco Rubio,120,0.121
Florida,FL,Gilchrist,12041,Republican,John Kasich,23939,0.025
Florida,FL,Gilchrist,12041,Democrat,Bernie Sanders,17,0.507
Florida,FL,Gilchrist,12041,Democrat,Hillary Clinton,89,0.375
Florida,FL,Glades,12043,Republican,Donald Trump,74,0.592
Florida,FL,Glades,12043,Republican,Ted Cruz,5492,0.212
Florida,FL,Glades,12043,Republican,Marco Rubio,4185,0.152
Florida,FL,Glades,12043,Republican,John Kasich,225,0.036
Florida,FL,Glades,12043,Democrat,Hillary Clinton,209,0.499
Florida,FL,Glades,12043,Democrat,Bernie Sanders,4051,0.403
Florida,FL,Gulf,12045,Republican,Donald Trump,414,0.496
Florida,FL,Gulf,12045,Republican,Ted Cruz,99,0.247
Florida,FL,Gulf,12045,Republican,Marco Rubio,1521,0.187
Florida,FL,Gulf,12045,Republican,John Kasich,180,0.043
Florida,FL,Gulf,12045,Democrat,Hillary Clinton,312,0.474
Florida,FL,Gulf,12045,Democrat,Bernie Sanders,189,0.434
Florida,FL,Hamilton,12047,Republican,Donald Trump,329,0.568
Florida,FL,Hamilton,12047,Republican,Ted Cruz,134,0.247
Florida,FL,Hamilton,12047,Republican,Marco Rubio,155,0.123
Florida,FL,Hamilton,12047,Republican,John Kasich,545,0.028
Florida,FL,Hamilton,12047,Democrat,Hillary Clinton,1873,0.547
Florida,FL,Hamilton,12047,Democrat,Bernie Sanders,422,0.346
Florida,FL,Hardee,12049,Republican,Donald Trump,48,0.513
Florida,FL,Hardee,12049,Republican,Ted Cruz,5476,0.239
Florida,FL,Hardee,12049,Republican,Marco Rubio,599,0.2
Florida,FL,Hardee,12049,Republican,John Kasich,704,0.025
Florida,FL,Hardee,12049,Democrat,Hillary Clinton,73,0.527
Florida,FL,Hardee,12049,Democrat,Bernie Sanders,3573,0.391
Florida,FL,Hendry,12051,Republican,Donald Trump,10,0.488
Florida,FL,Hendry,12051,Republican,Marco Rubio,269,0.244
Florida,FL,Hendry,12051,Republican,Ted Cruz,53,0.209
Florida,FL,Hendry,12051,Republican,John Kasich,955,0.026
Florida,FL,Hendry,12051,Democrat,Hillary Clinton,18,0.606
Florida,FL,Hendry,12051,Democrat,Bernie Sanders,11,0.339
Florida,FL,Hernando,12053,Republican,Donald Trump,554,0.562
Florida,FL,Hernando,12053,Republican,Marco Rubio,553,0.172
Florida,FL,Hernando,12053,Republican,Ted Cruz,516,0.172
Florida,FL,Hernando,12053,Republican,John Kasich,860,0.052
Florida,FL,Hernando,12053,Democrat,Hillary Clinton,65,0.596
Florida,FL,Hernando,12053,Democrat,Bernie Sanders,183,0.37
Florida,FL,Highlands,12055,Republican,Donald Trump,745,0.5
Florida,FL,Highlands,12055,Republican,Marco Rubio,367,0.21
Florida,FL,Highlands,12055,Republican,Ted Cruz,12046,0.204
Florida,FL,Highlands,12055,Republican,John Kasich,367,0.052
Florida,FL,Highlands,12055,Democrat,Hillary Clinton,37,0.614
Florida,FL,Highlands,12055,Democrat,Bernie Sanders,153,0.34
Florida,FL,Hillsborough,12057,Republican,Donald Trump,1620,0.408
Florida,FL,Hillsborough,12057,Republican,Marco Rubio,1634,0.285
Florida,FL,Hillsborough,12057,Republican,Ted Cruz,5599,0.2
Florida,FL,Hillsborough,12057,Republican,John Kasich,4956,0.07
Florida,FL,Hillsborough,12057,Democrat,Hillary Clinton,1454,0.628
Florida,FL,Hillsborough,12057,Democrat,Bernie Sanders,364,0.351
Florida,FL,Holmes,12059,Republican,Donald Trump,14154,0.469
Florida,FL,Holmes,12059,Republican,Ted Cruz,3029,0.307
Florida,FL,Holmes,12059,Republican,Marco Rubio,358,0.172
Florida,FL,Holmes,12059,Republican,John Kasich,26,0.024
Florida,FL,Holmes,12059,Democrat,Bernie Sanders,15,0.517
Florida,FL,Holmes,12059,Democrat,Hillary Clinton,3627,0.283
Florida,FL,Indian River,12061,Republican,Donald Trump,6,0.483
Florida,FL,Indian River,12061,Republican,Marco Rubio,7,0.232
Florida,FL,Indian River,12061,Republican,Ted Cruz,10,0.148
Florida,FL,Indian River,12061,Republican,John Kasich,317,0.104
Florida,FL,Indian River,12061,Democrat,Hillary Clinton,10973,0.624
Florida,FL,Indian River,12061,Democrat,Bernie Sanders,798,0.355
Florida,FL,Jackson,12063,Republican,Donald Trump,1687,0.492
Florida,FL,Jackson,12063,Republican,Ted Cruz,330,0.268
Florida,FL,Jackson,12063,Republican,Marco Rubio,3762,0.18
Florida,FL,Jackson,12063,Republican,John Kasich,0,0.029
Florida,FL,Jackson,12063,Democrat,Hillary Clinton,537,0.539
Florida,FL,Jackson,12063,Democrat,Bernie Sanders,4459,0.355
Florida,FL,Jefferson,12065,Republican,Donald Trump,151,0.435
Florida,FL,Jefferson,12065,Republican,Ted Cruz,1227,0.345
Florida,FL,Jefferson,12065,Republican,Marco Rubio,635,0.159
Florida,FL,Jefferson,12065,Republican,John Kasich,349,0.044
Florida,FL,Jefferson,12065,Democrat,Hillary Clinton,250,0.646
Florida,FL,Jefferson,12065,Democrat,Bernie Sanders,2403,0.295
Florida,FL,Lafayette,12067,Republican,Donald Trump,165,0.52
Florida,FL,Lafayette,12067,Republican,Ted Cruz,91,0.278
Florida,FL,Lafayette,12067,Republican,Marco Rubio,347,0.164
Florida,FL,Lafayette,12067,Republican,John Kasich,12034,0.016
Florida,FL,Lafayette,12067,Democrat,Bernie Sanders,2,0.509
Florida,FL,Lafayette,12067,Democrat,Hillary Clinton,22,0.3
Florida,FL,Lake,12069,Republican,Donald Trump,89,0.49
Florida,FL,Lake,12069,Republican,Marco Rubio,225,0.226
Florida,FL,Lake,12069,Republican,Ted Cruz,196,0.197
Florida,FL,Lake,12069,Republican,John Kasich,55,0.054
Florida,FL,Lake,12069,Democrat,Hillary Clinton,12318,0.635
Florida,FL,Lake,12069,Democrat,Bernie Sanders,57,0.338
Florida,FL,Lee,12071,Republican,Donald Trump,1184,0.476
Florida,FL,Lee,12071,Republican,Marco Rubio,382,0.22
Florida,FL,Lee,12071,Republican,Ted Cruz,1581,0.176
Florida,FL,Lee,12071,Republican,John Kasich,56,0.079
Florida,FL,Lee,12071,Democrat,Hillary Clinton,11146,0.627
Florida,FL,Lee,12071,Democrat,Bernie Sanders,118,0.35
Florida,FL,Leon,12073,Republican,Donald Trump,15345,0.297
Florida,FL,Leon,12073,Republican,Marco Rubio,961,0.288
Florida,FL,Leon,12073,Republican,Ted Cruz,652,0.282
Florida,FL,Leon,12073,Republican,John Kasich,415,0.09
Florida,FL,Leon,12073,Democrat,Hillary Clinton,2579,0.565
Florida,FL,Leon,12073,Democrat,Bernie Sanders,136,0.411
Florida,FL,Levy,12075,Republican,Donald Trump,870,0.576
Florida,FL,Levy,12075,Republican,Ted Cruz,1436,0.196
Florida,FL,Levy,12075,Republican,Marco Rubio,986,0.153
Florida,FL,Levy,12075,Republican,John Kasich,1520,0.039
Florida,FL,Levy,12075,Democrat,Hillary Clinton,106,0.5
Florida,FL,Levy,12075,Democrat,Bernie Sanders,0,0.431
Florida,FL,Liberty,12077,Republican,Donald Trump,68,0.444
Florida,FL,Liberty,12077,Republican,Ted Cruz,87,0.317
Florida,FL,Liberty,12077,Republican,Marco Rubio,516,0.189
Florida,FL,Liberty,12077,Republican,John Kasich,1443,0.019
Florida,FL,Liberty,12077,Democrat,Bernie Sanders,5,0.471
Florida,FL,Liberty,12077,Democrat,Hillary Clinton,33,0.38
Florida,FL,Madison,12079,Republican,Donald Trump,2091,0.49
Florida,FL,Madison,12079,Republican,Ted Cruz,49,0.291
Florida,FL,Madison,12079,Republican,Marco Rubio,405,0.164
Florida,FL,Madison,12079,Republican,John Kasich,1477,0.033
Florida,FL,Madison,12079,Democrat,Hillary Clinton,31,0.624
Florida,FL,Madison,12079,Democrat,Bernie Sanders,1683,0.3
Florida,FL,Manatee,12081,Republican,Donald Trump,2950,0.472
Florida,FL,Manatee,12081,Republican,Marco Rubio,29,0.241
Florida,FL,Manatee,12081,Republican,Ted Cruz,575,0.169
Florida,FL,Manatee,12081,Republican,John Kasich,809,0.082
Florida,FL,Manatee,12081,Democrat,Hillary Clinton,0,0.625
Florida,FL,Manatee,12081,Democrat,Bernie Sanders,2310,0.351
Florida,FL,Marion,12083,Republican,Donald Trump,0,0.548
Florida,FL,Marion,12083,Republican,Marco Rubio,1310,0.195
Florida,FL,Marion,12083,Republican,Ted Cruz,4208,0.173
Florida,FL,Marion,12083,Republican,John Kasich,123,0.057
Florida,FL,Marion,12083,Democrat,Hillary Clinton,484,0.627
Florida,FL,Marion,12083,Democrat,Bernie Sanders,660,0.341
Florida,FL,Martin,12085,Republican,Donald Trump,2056,0.511
Florida,FL,Martin,12085,Republican,Marco Rubio,2429,0.215
Florida,FL,Martin,12085,Republican,Ted Cruz,484,0.124
Florida,FL,Martin,12085,Republican,John Kasich,36,0.114
Florida,FL,Martin,12085,Democrat,Hillary Clinton,2044,0.598
Florida,FL,Martin,12085,Democrat,Bernie Sanders,180,0.376
Florida,FL,Miami-Dade,12086,Republican,Marco Rubio,407,0.627
Florida,FL,Miami-Dade,12086,Republican,Donald Trump,477,0.225
Florida,FL,Miami-Dade,12086,Republican,Ted Cruz,2730,0.091
Florida,FL,Miami-Dade,12086,Republican,John Kasich,365,0.029
Florida,FL,Miami-Dade,12086,Democrat,Hillary Clinton,134,0.747
Florida,FL,Miami-Dade,12086,Democrat,Bernie Sanders,282,0.243
Florida,FL,Monroe,12087,Republican,Donald Trump,32,0.539
Florida,FL,Monroe,12087,Republican,Marco Rubio,14,0.245
Florida,FL,Monroe,12087,Republican,Ted Cruz,664,0.095
Florida,FL,Monroe,12087,Republican,John Kasich,1235,0.087
Florida,FL,Monroe,12087,Democrat,Hillary Clinton,65,0.553
Florida,FL,Monroe,12087,Democrat,Bernie Sanders,421,0.428
Florida,FL,Nassau,12089,Republican,Donald Trump,656,0.512
Florida,FL,Nassau,12089,Republican,Marco Rubio,523,0.218
Florida,FL,Nassau,12089,Republican,Ted Cruz,30,0.189
Florida,FL,Nassau,12089,Republican,John Kasich,126,0.058
Florida,FL,Nassau,12089,Democrat,Hillary Clinton,3692,0.562
Florida,FL,Nassau,12089,Democrat,Bernie Sanders,62,0.398
Florida,FL,Okeechobee,12093,Republican,Donald Trump,3580,0.585
Florida,FL,Okeechobee,12093,Republican,Marco Rubio,751,0.194
Florida,FL,Okeechobee,12093,Republican,Ted Cruz,39,0.153
Florida,FL,Okeechobee,12093,Republican,John Kasich,1988,0.04
Florida,FL,Okeechobee,12093,Democrat,Hillary Clinton,2212,0.552
Florida,FL,Okeechobee,12093,Democrat,Bernie Sanders,41,0.376
Florida,FL,Orange,12095,Republican,Donald Trump,5883,0.398
Florida,FL,Orange,12095,Republican,Marco Rubio,493,0.308
Florida,FL,Orange,12095,Republican,Ted Cruz,630,0.188
Florida,FL,Orange,12095,Republican,John Kasich,538,0.072
Florida,FL,Orange,12095,Democrat,Hillary Clinton,1741,0.638
Florida,FL,Orange,12095,Democrat,Bernie Sanders,1002,0.351
Florida,FL,Osceola,12097,Republican,Donald Trump,240,0.469
Florida,FL,Osceola,12097,Republican,Marco Rubio,10,0.26
Florida,FL,Osceola,12097,Republican,Ted Cruz,215,0.19
Florida,FL,Osceola,12097,Republican,John Kasich,5310,0.042
Florida,FL,Osceola,12097,Democrat,Hillary Clinton,1186,0.682
Florida,FL,Osceola,12097,Democrat,Bernie Sanders,196,0.3
Florida,FL,Palm Beach,12099,Republican,Donald Trump,11,0.521
Florida,FL,Palm Beach,12099,Republican,Marco Rubio,59,0.243
Florida,FL,Palm Beach,12099,Republican,Ted Cruz,12,0.121
Florida,FL,Palm Beach,12099,Republican,John Kasich,247,0.094
Florida,FL,Palm Beach,12099,Democrat,Hillary Clinton,1020,0.715
Florida,FL,Palm Beach,12099,Democrat,Bernie Sanders,1466,0.272
Florida,FL,Pasco,12101,Republican,Donald Trump,835,0.51
Florida,FL,Pasco,12101,Republican,Marco Rubio,154,0.21
Florida,FL,Pasco,12101,Republican,Ted Cruz,609,0.189
Florida,FL,Pasco,12101,Republican,John Kasich,490,0.058
Florida,FL,Pasco,12101,Democrat,Hillary Clinton,9912,0.583
Florida,FL,Pasco,12101,Democrat,Bernie Sanders,2621,0.389
Florida,FL,Pinellas,12103,Republican,Donald Trump,696,0.464
Florida,FL,Pinellas,12103,Republican,Marco Rubio,411,0.228
Florida,FL,Pinellas,12103,Republican,Ted Cruz,683,0.167
Florida,FL,Pinellas,12103,Republican,John Kasich,1398,0.083
Florida,FL,Pinellas,12103,Democrat,Hillary Clinton,388,0.603
Florida,FL,Pinellas,12103,Democrat,Bernie Sanders,1017,0.376
Florida,FL,Polk,12105,Republican,Donald Trump,73,0.449
Florida,FL,Polk,12105,Republican,Marco Rubio,1250,0.254
Florida,FL,Polk,12105,Republican,Ted Cruz,164,0.21
Florida,FL,Polk,12105,Republican,John Kasich,260,0.052
Florida,FL,Polk,12105,Democrat,Hillary Clinton,12334,0.63
Florida,FL,Polk,12105,Democrat,Bernie Sanders,84,0.333
Florida,FL,Putnam,12107,Republican,Donald Trump,12969,0.573
Florida,FL,Putnam,12107,Republican,Ted Cruz,1645,0.187
Florida,FL,Putnam,12107,Republican,Marco Rubio,10533,0.174
Florida,FL,Putnam,12107,Republican,John Kasich,76,0.032
Florida,FL,Putnam,12107,Democrat,Hillary Clinton,2301,0.494
Florida,FL,Putnam,12107,Democrat,Bernie Sanders,1070,0.427
Florida,FL,Santa Rosa,12113,Republican,Donald Trump,4,0.464
Florida,FL,Santa Rosa,12113,Republican,Marco Rubio,16065,0.229
Florida,FL,Santa Rosa,12113,Republican,Ted Cruz,1043,0.217
Florida,FL,Santa Rosa,12113,Republican,John Kasich,899,0.057
Florida,FL,Santa Rosa,12113,Democrat,Hillary Clinton,824,0.492
Florida,FL,Santa Rosa,12113,Democrat,Bernie Sanders,331,0.45
Florida,FL,Sarasota,12115,Republican,Donald Trump,164,0.473
Florida,FL,Sarasota,12115,Republican,Marco Rubio,1232,0.244
Florida,FL,Sarasota,12115,Republican,Ted Cruz,501,0.138
Florida,FL,Sarasota,12115,Republican,John Kasich,6,0.111
Florida,FL,Sarasota,12115,Democrat,Hillary Clinton,3816,0.611
Florida,FL,Sarasota,12115,Democrat,Bernie Sanders,5921,0.373
Florida,FL,Seminole,12117,Republican,Donald Trump,104,0.416
Florida,FL,Seminole,12117,Republican,Marco Rubio,3612,0.288
Florida,FL,Seminole,12117,Republican,Ted Cruz,862,0.193
Florida,FL,Seminole,12117,Republican,John Kasich,805,0.07
Florida,FL,Seminole,12117,Democrat,Hillary Clinton,993,0.583
Florida,FL,Seminole,12117,Democrat,Bernie Sanders,2382,0.399
Florida,FL,Sumter,12119,Republican,Donald Trump,6127,0.54
Florida,FL,Sumter,12119,Republican,Marco Rubio,26,0.234
Florida,FL,Sumter,12119,Republican,Ted Cruz,89,0.134
Florida,FL,Sumter,12119,Republican,John Kasich,4144,0.072
Florida,FL,Sumter,12119,Democrat,Hillary Clinton,980,0.681
Florida,FL,Sumter,12119,Democrat,Bernie Sanders,82,0.293
Florida,FL,Suwannee,12121,Republican,Donald Trump,372,0.497
Florida,FL,Suwannee,12121,Republican,Ted Cruz,560,0.287
Florida,FL,Suwannee,12121,Republican,Marco Rubio,122,0.15
Florida,FL,Suwannee,12121,Republican,John Kasich,28531,0.035
Florida,FL,Suwannee,12121,Democrat,Bernie Sanders,383,0.443
Florida,FL,Suwannee,12121,Democrat,Hillary Clinton,22875,0.422
Florida,FL,Taylor,12123,Republican,Donald Trump,978,0.535
Florida,FL,Taylor,12123,Republican,Ted Cruz,2978,0.245
Florida,FL,Taylor,12123,Republican,Marco Rubio,9,0.159
Florida,FL,Taylor,12123,Republican,John Kasich,12,0.027
Florida,FL,Taylor,12123,Democrat,Hillary Clinton,285,0.459
Florida,FL,Taylor,12123,Democrat,Bernie Sanders,676,0.424
Florida,FL,Union,12125,Republican,Donald Trump,1417,0.523
Florida,FL,Union,12125,Republican,Ted Cruz,69,0.269
Florida,FL,Union,12125,Republican,Marco Rubio,322,0.169
Florida,FL,Union,12125,Republican,John Kasich,13552,0.021
Florida,FL,Union,12125,Democrat,Bernie Sanders,371,0.516
Florida,FL,Union,12125,Democrat,Hillary Clinton,1248,0.367
Florida,FL,Volusia,12127,Republican,Donald Trump,1528,0.533
Florida,FL,Volusia,12127,Republican,Marco Rubio,232,0.211
Florida,FL,Volusia,12127,Republican,Ted Cruz,1022,0.155
Florida,FL,Volusia,12127,Republican,John Kasich,167,0.062
Florida,FL,Volusia,12127,Democrat,Hillary Clinton,7347,0.602
Florida,FL,Volusia,12127,Democrat,Bernie Sanders,17,0.371
Florida,FL,Wakulla,12129,Republican,Donald Trump,4689,0.431
Florida,FL,Wakulla,12129,Republican,Ted Cruz,1586,0.341
Florida,FL,Wakulla,12129,Republican,Marco Rubio,2032,0.152
Florida,FL,Wakulla,12129,Republican,John Kasich,1230,0.049
Florida,FL,Wakulla,12129,Democrat,Hillary Clinton,1063,0.489
Florida,FL,Wakulla,12129,Democrat,Bernie Sanders,48,0.42
Florida,FL,Walton,12131,Republican,Donald Trump,67357,0.518
Florida,FL,Walton,12131,Republican,Ted Cruz,138,0.199
Florida,FL,Walton,12131,Republican,Marco Rubio,273,0.187
Florida,FL,Walton,12131,Republican,John Kasich,561,0.068
Florida,FL,Walton,12131,Democrat,Hillary Clinton,816,0.5
Florida,FL,Walton,12131,Democrat,Bernie Sanders,522,0.449
Florida,FL,Washington,12133,Republican,Donald Trump,786,0.452
Florida,FL,Washington,12133,Republican,Ted Cruz,448,0.325
Florida,FL,Washington,12133,Republican,Marco Rubio,753,0.16
Florida,FL,Washington,12133,Republican,John Kasich,17,0.029
Florida,FL,Washington,12133,Democrat,Hillary Clinton,11,0.471
Florida,FL,Washington,12133,Democrat,Bernie Sanders,454,0.429
Georgia,GA,Appling,13001,Republican,Donald Trump,292,0.415
Georgia,GA,Appling,13001,Republican,Ted Cruz,781,0.294
Georgia,GA,Appling,13001,Republican,Marco Rubio,803,0.148
Georgia,GA,Appling,13001,Republican,Ben Carson,2,0.098
Georgia,GA,Appling,13001,Republican,John Kasich,545,0.027
Georgia,GA,Appling,13001,Democrat,Hillary Clinton,1644,0.756
Georgia,GA,Appling,13001,Democrat,Bernie Sanders,215,0.219
Georgia,GA,Atkinson,13003,Republican,Donald Trump,2166,0.659
Georgia,GA,Atkinson,13003,Republican,Ted Cruz,4106,0.195
Georgia,GA,Atkinson,13003,Republican,Marco Rubio,135,0.078
Georgia,GA,Atkinson,13003,Republican,Ben Carson,1109,0.048
Georgia,GA,Atkinson,13003,Republican,John Kasich,1399,0.015
Georgia,GA,Atkinson,13003,Democrat,Hillary Clinton,3199,0.798
Georgia,GA,Atkinson,13003,Democrat,Bernie Sanders,4294,0.194
Georgia,GA,Bacon,13005,Republican,Donald Trump,1951,0.538
Georgia,GA,Bacon,13005,Republican,Ted Cruz,637,0.203
Georgia,GA,Bacon,13005,Republican,Marco Rubio,26,0.146
Georgia,GA,Bacon,13005,Republican,Ben Carson,3482,0.065
Georgia,GA,Bacon,13005,Republican,John Kasich,4524,0.034
Georgia,GA,Bacon,13005,Democrat,Hillary Clinton,342,0.638
Georgia,GA,Bacon,13005,Democrat,Bernie Sanders,66465,0.328
Georgia,GA,Baker,13007,Republican,Donald Trump,102,0.602
Georgia,GA,Baker,13007,Republican,Ted Cruz,28650,0.2
Georgia,GA,Baker,13007,Republican,Marco Rubio,54,0.097
Georgia,GA,Baker,13007,Republican,Ben Carson,1769,0.057
Georgia,GA,Baker,13007,Republican,John Kasich,1085,0.018
Georgia,GA,Baker,13007,Democrat,Hillary Clinton,358,0.851
Georgia,GA,Baker,13007,Democrat,Bernie Sanders,9369,0.135
Georgia,GA,Baldwin,13009,Republican,Donald Trump,126,0.458
Georgia,GA,Baldwin,13009,Republican,Marco Rubio,1224,0.213
Georgia,GA,Baldwin,13009,Republican,Ted Cruz,1487,0.195
Georgia,GA,Baldwin,13009,Republican,Ben Carson,1070,0.077
Georgia,GA,Baldwin,13009,Republican,John Kasich,125,0.041
Georgia,GA,Baldwin,13009,Democrat,Hillary Clinton,205,0.794
Georgia,GA,Baldwin,13009,Democrat,Bernie Sanders,542,0.199
Georgia,GA,Banks,13011,Republican,Donald Trump,10,0.489
Georgia,GA,Banks,13011,Republican,Ted Cruz,2430,0.284
Georgia,GA,Banks,13011,Republican,Marco Rubio,1330,0.12
Georgia,GA,Banks,13011,Republican,Ben Carson,16,0.068
Georgia,GA,Banks,13011,Republican,John Kasich,65,0.023
Georgia,GA,Banks,13011,Democrat,Hillary Clinton,1040,0.49
Georgia,GA,Banks,13011,Democrat,Bernie Sanders,0,0.481
Georgia,GA,Barrow,13013,Republican,Donald Trump,244,0.408
Georgia,GA,Barrow,13013,Republican,Ted Cruz,739,0.304
Georgia,GA,Barrow,13013,Republican,Marco Rubio,37,0.18
Georgia,GA,Barrow,13013,Republican,Ben Carson,1648,0.065
Georgia,GA,Barrow,13013,Republican,John Kasich,168,0.03
Georgia,GA,Barrow,13013,Democrat,Hillary Clinton,132,0.617
Georgia,GA,Barrow,13013,Democrat,Bernie Sanders,319,0.372
Georgia,GA,Bartow,13015,Republican,Donald Trump,411,0.462
Georgia,GA,Bartow,13015,Republican,Ted Cruz,626,0.251
Georgia,GA,Bartow,13015,Republican,Marco Rubio,411,0.182
Georgia,GA,Bartow,13015,Republican,Ben Carson,1718,0.063
Georgia,GA,Bartow,13015,Republican,John Kasich,2387,0.031
Georgia,GA,Bartow,13015,Democrat,Hillary Clinton,30,0.59
Georgia,GA,Bartow,13015,Democrat,Bernie Sanders,103,0.397
Georgia,GA,Ben Hill,13017,Republican,Donald Trump,0,0.559
Georgia,GA,Ben Hill,13017,Republican,Ted Cruz,665,0.173
Georgia,GA,Ben Hill,13017,Republican,Ben Carson,533,0.114
Georgia,GA,Ben Hill,13017,Republican,Marco Rubio,25,0.107
Georgia,GA,Ben Hill,13017,Republican,John Kasich,868,0.033
Georgia,GA,Ben Hill,13017,Democrat,Hillary Clinton,13729,0.802
Georgia,GA,Ben Hill,13017,Democrat,Bernie Sanders,538,0.184
Georgia,GA,Berrien,13019,Republican,Donald Trump,559,0.552
Georgia,GA,Berrien,13019,Republican,Ted Cruz,15,0.254
Georgia,GA,Berrien,13019,Republican,Marco Rubio,2272,0.085
Georgia,GA,Berrien,13019,Republican,Ben Carson,15725,0.063
Georgia,GA,Berrien,13019,Republican,John Kasich,151,0.023
Georgia,GA,Berrien,13019,Democrat,Hillary Clinton,1535,0.667
Georgia,GA,Berrien,13019,Democrat,Bernie Sanders,91,0.3
Georgia,GA,Bibb,13021,Republican,Donald Trump,859,0.388
Georgia,GA,Bibb,13021,Republican,Marco Rubio,109,0.229
Georgia,GA,Bibb,13021,Republican,Ted Cruz,218,0.222
Georgia,GA,Bibb,13021,Republican,Ben Carson,91,0.076
